,Unnamed: 0,customer_id,Transaction_count,number_of_purchase_in_weekend,number_of_purchase_in_weekday,most_common_city,diff_city,count_of_city,most_used_discount_code,Unique_Payment_Methods,Most_used_payment_method,First_order_date,Last_order_date,total_shipping_cost,total_discount,count_of_discounted_transactions,Gross_revenue,Net_revenue,AOV_per_customer,Net_revenue_excluding_shipping,Avg_Discount_per_Transaction,discounted_transaction_pct,recency_days,Customer_Lifespan_in_days,Avg_days_between_transaction,Customer_lifespan_in_months,Avg_transactions_per_month,plan_id,plan_start_date,plan_payment_timestamp,plan_payment_method,plan_name,plan_term,plan_price,status,expiry_date,churn_flag
2735,2735,CUST_02765,5,4,1,Mariostad,1,4,CODE_CASE,3,Credit Card,2024-12-01 00:01:00.000000,2025-02-28 18:19:37.141582,88.62,889.9499999999999,3,8406.85,7605.52,1521.1,7516.900000000001,177.99,60.0,91,180,36,6,1,PLAN_B,2024-08-27,2025-01-29 22:58:21.871100,Credit Card,Premium Subscription,Annual,119.99,Active,2025-08-27,0
2736,2736,CUST_02766,7,3,4,Lake Alexanderchester,1,7,CODE_ACTUALLY,3,Credit Card,2024-03-26 06:03:04.270779,2025-03-09 01:10:19.617081,95.24,1529.67,4,30270.41,28835.98,4119.43,28740.74,218.52,57.14,82,430,61,14,0,PLAN_A,2024-12-25,2024-07-05 03:19:35.764708,PayPal,Standard Subscription,Monthly,12.99,Active,2025-01-25,1
2737,2737,CUST_02767,4,1,3,North Michael,1,3,CODE_SHOULDER,3,Debit Card,2024-09-27 00:09:00.000000,2024-11-04 01:07:33.552231,61.17,195.73,3,4273.01,4138.45,1034.61,4077.28,48.93,75.0,207,245,61,8,0,PLAN_A,2024-07-22,2025-01-22 01:28:07.944504,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-22,1
2738,2738,CUST_02768,4,0,4,South Kathleentown,1,3,CODE_ACTUALLY,2,Debit Card,2025-05-06 00:02:00.000000,2025-05-06 00:07:00.000000,52.07,1609.9,4,13978.66,12420.83,3105.21,12368.76,402.48,100.0,24,24,6,1,4,PLAN_A,2025-02-04,2024-08-05 15:03:40.255448,PayPal,Standard Subscription,Monthly,12.99,Active,2025-03-04,1
2739,2739,CUST_02769,5,0,5,Port Traceytown,1,4,CODE_ACTUALLY,3,Debit Card,2024-12-26 00:02:00.000000,2025-05-28 12:08:05.804806,81.41,862.2700000000001,3,9322.77,8541.91,1708.38,8460.5,172.45,60.0,2,155,31,5,1,PLAN_B,2024-08-28,2024-08-17 00:57:33.134687,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-28,0
2740,2740,CUST_02770,10,5,5,South Katelynmouth,1,8,CODE_THOSE,3,Debit Card,2024-05-11 00:03:00.000000,2025-05-23 07:10:38.792602,136.82,876.8699999999999,6,16199.55,15459.5,1545.95,15322.68,87.69,60.0,7,384,38,13,1,PLAN_B,2025-01-27,2024-06-25 00:12:09.306549,Credit Card,Premium Subscription,Annual,119.99,Active,2026-01-27,0
2741,2741,CUST_02771,10,5,5,East Carolynborough,1,6,CODE_CASE,3,Credit Card,2024-08-19 00:04:00.000000,2025-04-12 08:57:07.203849,125.74,1138.6,7,20622.86,19610.0,1961.0,19484.26,113.86,70.0,48,284,28,9,1,PLAN_B,2024-05-12,2024-07-26 21:26:03.285313,Credit Card,Premium Subscription,Annual,119.99,Active,2025-05-12,1
2742,2742,CUST_02772,3,0,3,Liubury,1,3,CODE_COLD,2,Credit Card,2025-04-23 00:06:00.000000,2025-04-23 00:09:00.000000,40.45,1208.4399999999998,2,9778.66,8610.67,2870.22,8570.22,402.81,66.67,37,37,12,1,3,PLAN_B,2024-04-06,2024-09-16 03:53:43.804300,PayPal,Premium Subscription,Annual,119.99,Active,2025-04-06,1
2743,2743,CUST_02773,1,1,0,South Katelynmouth,0,1,CODE_ENVIRONMENT,1,Debit Card,2024-09-07 00:09:00.000000,2024-09-07 00:09:00.000000,20.34,239.98,1,2174.9,1955.26,1955.26,1934.92,239.98,100.0,265,265,0,9,0,PLAN_B,2025-05-02,2024-07-29 17:02:46.507144,PayPal,Premium Subscription,Annual,119.99,Active,2026-05-02,0
2744,2744,CUST_02774,6,0,6,Hendersonville,1,6,CODE_BALL,3,PayPal,2025-03-31 00:03:00.000000,2025-03-31 00:09:00.000000,83.94,1639.5800000000002,4,19618.11,18062.47,3010.41,17978.530000000002,273.26,66.67,60,60,10,2,3,PLAN_B,2025-03-12,2025-05-26 13:39:47.511106,Credit Card,Premium Subscription,Annual,119.99,Active,2026-03-12,0
2745,2745,CUST_02775,6,4,2,Davieston,1,5,CODE_DECADE,3,Debit Card,2024-06-01 01:17:43.118373,2025-03-16 16:52:54.528181,58.79,1129.43,5,14995.64,13925.0,2320.83,13866.21,188.24,83.33,75,363,60,12,0,PLAN_B,2025-01-11,2024-09-10 07:25:49.633694,PayPal,Premium Subscription,Annual,119.99,Active,2026-01-11,0
2746,2746,CUST_02776,5,2,3,North Johnnyland,1,4,CODE_DECADE,2,PayPal,2025-01-05 00:07:00.000000,2025-05-28 02:47:15.292890,85.45,840.85,3,8031.559999999999,7276.160000000001,1455.23,7190.710000000001,168.17,60.0,2,145,29,5,1,PLAN_A,2024-08-30,2024-11-30 12:51:49.635001,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-30,1
2747,2747,CUST_02777,2,1,1,Lake Derrickmouth,1,2,CODE_YOUR,2,Debit Card,2024-07-03 00:04:00.000000,2025-04-27 05:32:48.349839,32.75,189.94,1,4719.9400000000005,4562.75,2281.38,4530.0,94.97,50.0,33,331,166,11,0,PLAN_A,2025-02-27,2024-04-01 10:27:16.134723,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-03-27,1
2748,2748,CUST_02778,5,0,5,Velezstad,1,4,CODE_BALL,3,Debit Card,2025-05-21 00:01:00.000000,2025-05-21 00:09:00.000000,71.31,1475.21,2,9605.28,8201.38,1640.28,8130.069999999999,295.04,40.0,9,9,2,0,5,PLAN_A,2024-12-08,2025-02-04 17:40:24.940259,PayPal,Standard Subscription,Monthly,12.99,Active,2025-01-08,1
2749,2749,CUST_02779,5,2,3,Floresfort,1,5,CODE_AVOID,3,Debit Card,2024-12-10 00:06:00.000000,2025-05-18 13:35:18.119568,83.32,996.26,5,9380.49,8467.55,1693.51,8384.23,199.25,100.0,12,171,34,6,1,PLAN_A,2024-04-16,2025-02-21 08:32:06.141726,PayPal,Standard Subscription,Monthly,12.99,Active,2024-05-16,1
2750,2750,CUST_02781,7,0,7,North Helenville,1,5,CODE_NEWSPAPER,3,Credit Card,2024-08-20 00:02:00.000000,2024-11-12 11:56:39.322322,120.23,535.15,3,18492.59,18077.67,2582.52,17957.440000000002,76.45,42.86,199,283,40,9,1,PLAN_B,2024-12-20,2025-01-23 13:32:01.544539,Credit Card,Premium Subscription,Annual,119.99,Active,2025-12-20,0
2751,2751,CUST_02782,7,1,6,Belindaport,1,7,CODE_ACTUALLY,3,Debit Card,2025-02-27 00:01:00.000000,2025-04-12 09:29:20.083459,89.09,1413.25,5,29767.01,28442.85,4063.26,28353.76,201.89,71.43,48,92,13,3,2,PLAN_A,2024-12-07,2024-05-24 10:59:32.002692,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-01-07,1
2752,2752,CUST_02783,7,2,5,Liubury,1,5,CODE_SHOULDER,3,Credit Card,2024-11-13 00:02:00.000000,2025-03-01 04:02:24.093939,83.1,1704.62,6,17815.809999999998,16194.29,2313.47,16111.19,243.52,85.71,90,198,28,7,1,PLAN_A,2025-01-11,2024-02-10 04:00:39.359309,PayPal,Standard Subscription,Monthly,12.99,Active,2025-02-11,1
2753,2753,CUST_02784,4,1,3,Evansville,1,3,CODE_ITS,2,Credit Card,2024-08-16 00:02:00.000000,2025-03-02 09:07:30.531949,80.4,1072.1999999999998,3,11143.36,10151.56,2537.89,10071.16,268.05,75.0,89,287,72,10,0,PLAN_A,2025-04-03,2025-02-27 09:13:00.588559,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-05-03,1
2754,2754,CUST_02786,9,7,2,West Rachel,1,8,CODE_AVOID,3,Credit Card,2024-10-19 00:01:00.000000,2025-05-30 11:53:29.918988,158.67,2567.9,7,27907.49,25498.26,2833.14,25339.590000000004,285.32,77.78,0,223,25,7,1,PLAN_A,2024-01-11,2024-11-18 04:59:08.349262,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-02-11,1
2755,2755,CUST_02787,3,0,3,Hallville,1,3,CODE_SAVE,2,Credit Card,2024-12-27 17:49:30.509053,2025-03-19 00:44:13.770471,43.44,91.62,2,1108.53,1060.35,353.45,1016.91,30.54,66.67,72,154,51,5,1,PLAN_A,2025-03-09,2024-05-22 19:42:59.022864,PayPal,Standard Subscription,Monthly,12.99,Active,2025-04-09,1
2756,2756,CUST_02788,9,2,7,Evansville,1,6,CODE_YOUR,3,Credit Card,2024-02-20 12:49:10.327884,2025-03-12 04:25:00.788977,161.95,1177.58,7,25220.87,24205.24,2689.47,24043.29,130.84,77.78,79,465,52,16,1,PLAN_B,2024-10-06,2024-10-24 12:50:49.793508,Credit Card,Premium Subscription,Annual,119.99,Active,2025-10-06,0
2757,2757,CUST_02789,7,0,7,East Robertside,1,5,CODE_DECADE,3,Credit Card,2025-03-18 00:02:00.000000,2025-03-18 00:08:00.000000,97.24,675.4,3,15910.92,15332.76,2190.39,15235.52,96.49,42.86,73,73,10,2,4,PLAN_A,2024-04-08,2025-04-16 22:51:13.656374,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-05-08,1
2758,2758,CUST_02790,3,1,2,Lake Emilyland,1,3,,2,PayPal,2025-05-01 22:45:44.768822,2025-05-11 07:45:41.161953,33.34,0.0,0,11003.57,11036.91,3678.97,11003.57,0.0,0.0,19,29,10,1,3,PLAN_A,2024-10-28,2025-04-11 04:36:16.726776,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-11-28,1
2759,2759,CUST_02791,1,0,1,Schaeferview,0,1,CODE_NEWSPAPER,1,Debit Card,2025-05-26 06:52:37.536819,2025-05-26 06:52:37.536819,13.56,1479.02,1,7415.34,5949.88,5949.88,5936.32,1479.02,100.0,4,4,0,0,1,PLAN_A,2024-02-14,2024-05-10 17:21:57.960617,PayPal,Standard Subscription,Monthly,12.99,Active,2024-03-14,1
2760,2760,CUST_02792,4,1,3,Hendersonville,1,3,CODE_BALL,2,Debit Card,2024-03-17 00:05:00.000000,2025-05-02 00:07:24.330382,69.92,672.1,2,14479.9,13877.72,3469.43,13807.8,168.02,50.0,28,439,110,15,0,PLAN_A,2024-04-09,2024-05-12 14:26:59.486055,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-05-09,1
2761,2761,CUST_02793,6,0,6,Katelynport,1,5,CODE_SHOULDER,2,Credit Card,2025-02-10 00:01:00.000000,2025-02-10 00:08:00.000000,84.56,423.25,3,4049.36,3710.67,618.45,3626.11,70.54,50.0,109,109,18,4,2,PLAN_A,2025-02-06,2025-02-20 11:46:36.898992,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-03-06,1
2762,2762,CUST_02794,7,3,4,New Danielleside,1,5,CODE_CASE,2,PayPal,2024-06-16 23:43:29.984151,2025-03-03 10:11:43.268803,101.25,882.83,4,12115.27,11333.69,1619.1,11232.44,126.12,57.14,88,347,50,12,1,PLAN_B,2025-05-16,2025-05-21 11:11:23.471530,PayPal,Premium Subscription,Annual,119.99,Active,2026-05-16,0
2763,2763,CUST_02795,11,0,11,Belindaport,1,8,CODE_ENVIRONMENT,3,PayPal,2024-07-19 18:11:37.177642,2025-05-26 13:18:57.159942,141.47,1703.09,6,23440.91,21879.29,1989.03,21737.82,154.83,54.55,4,315,29,10,1,PLAN_A,2024-02-20,2025-03-25 20:28:55.613073,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-03-20,1
2764,2764,CUST_02796,6,0,6,Belindaport,1,6,CODE_RISK,3,Debit Card,2024-06-24 00:01:00.000000,2025-03-19 06:42:39.145411,69.57,52.55,1,9486.72,9503.74,1583.96,9434.17,8.76,16.67,72,340,57,11,1,PLAN_B,2024-03-10,2024-02-18 08:36:39.005580,Credit Card,Premium Subscription,Annual,119.99,Active,2025-03-10,1
2765,2765,CUST_02797,5,0,5,Alecchester,1,5,CODE_BALL,2,Debit Card,2024-10-03 00:03:00.000000,2025-04-02 05:30:34.751594,98.59,916.2,4,12225.78,11408.17,2281.63,11309.58,183.24,80.0,58,239,48,8,1,PLAN_A,2025-01-06,2025-02-14 14:29:32.366398,PayPal,Standard Subscription,Monthly,12.99,Active,2025-02-06,1
2766,2766,CUST_02798,4,3,1,North Marychester,1,3,CODE_SAVE,2,PayPal,2025-02-09 00:02:00.000000,2025-05-16 07:04:55.940200,54.85,1238.8200000000002,2,13784.87,12600.9,3150.22,12546.05,309.71,50.0,14,110,28,4,1,PLAN_A,2024-07-20,2024-08-01 01:11:04.268172,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-20,1
2767,2767,CUST_02799,8,4,4,Robertmouth,1,6,CODE_OUTSIDE,3,Debit Card,2024-09-22 00:03:00.000000,2025-01-16 03:35:37.350678,120.03,1261.82,6,19591.95,18450.16,2306.27,18330.13,157.73,75.0,134,250,31,8,1,PLAN_B,2024-08-21,2025-01-29 18:07:55.132650,Credit Card,Premium Subscription,Annual,119.99,Active,2025-08-21,0
2768,2768,CUST_02800,3,3,0,Evansville,1,3,CODE_RESEARCH,2,PayPal,2024-04-14 22:10:14.379175,2025-05-25 10:46:25.650432,31.430000000000003,22.55,1,5336.39,5345.27,1781.76,5313.84,7.52,33.33,5,411,137,14,0,PLAN_A,2024-11-11,2024-06-09 07:04:25.158087,PayPal,Standard Subscription,Monthly,12.99,Active,2024-12-11,1
2769,2769,CUST_02801,2,0,2,Floresfort,0,1,,1,PayPal,2024-03-27 09:20:33.043302,2024-09-25 06:54:57.315035,32.52,0.0,0,4088.24,4120.76,2060.38,4088.24,0.0,0.0,247,429,214,14,0,PLAN_A,2024-06-16,2024-11-09 19:38:35.621418,PayPal,Standard Subscription,Monthly,12.99,Active,2024-07-16,1
2770,2770,CUST_02802,2,1,1,East Robertside,1,2,CODE_AVOID,2,Debit Card,2024-11-23 14:51:56.829179,2024-12-09 14:55:01.366078,41.49,153.57,1,5812.110000000001,5700.03,2850.02,5658.54,76.78,50.0,172,188,94,6,0,PLAN_B,2024-04-26,2024-05-18 17:34:39.713353,Credit Card,Premium Subscription,Annual,119.99,Active,2025-04-26,1
2771,2771,CUST_02803,3,0,3,East Robertside,1,3,CODE_AVOID,2,Debit Card,2024-06-05 23:12:15.715110,2025-05-14 23:31:38.234437,49.29,1423.69,3,8012.35,6637.950000000001,2212.65,6588.660000000001,474.56,100.0,16,359,120,12,0,PLAN_A,2024-06-04,2024-06-04 10:41:27.945496,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-07-04,1
2772,2772,CUST_02804,5,1,4,North Marychester,1,4,CODE_AVOID,3,Credit Card,2024-07-13 00:08:00.000000,2025-04-25 11:46:22.684930,78.69,2242.12,5,17753.46,15590.03,3118.01,15511.34,448.42,100.0,35,321,64,11,0,PLAN_B,2024-05-26,2024-02-11 11:57:22.040699,PayPal,Premium Subscription,Annual,119.99,Active,2025-05-26,1
2773,2773,CUST_02805,3,0,3,Erinchester,1,3,CODE_SAVE,3,Credit Card,2025-03-24 00:03:00.000000,2025-03-24 00:06:00.000000,53.3,3.97,1,1366.3200000000002,1415.65,471.88,1362.35,1.32,33.33,67,67,22,2,2,PLAN_B,2025-04-13,2025-02-24 09:11:50.653353,Credit Card,Premium Subscription,Annual,119.99,Active,2026-04-13,0
2774,2774,CUST_02806,1,0,1,Robertmouth,0,1,,1,PayPal,2024-11-29 15:04:58.596507,2024-11-29 15:04:58.596507,9.19,0.0,0,433.78,442.97,442.97,433.78,0.0,0.0,182,182,0,6,0,PLAN_A,2024-11-16,2024-05-16 22:39:37.633854,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-12-16,1
2775,2775,CUST_02807,10,0,10,South Kathleentown,1,8,CODE_ENVIRONMENT,3,Credit Card,2025-02-05 00:02:00.000000,2025-02-05 00:07:00.000000,142.76999999999998,2503.27,7,28254.07,25893.570000000003,2589.36,25750.800000000003,250.33,70.0,114,114,11,4,2,PLAN_B,2024-08-02,2025-03-30 07:53:06.628952,Credit Card,Premium Subscription,Annual,119.99,Active,2025-08-02,0
2776,2776,CUST_02808,6,0,6,Brittanymouth,1,5,CODE_ACTUALLY,3,Credit Card,2025-04-16 00:01:00.000000,2025-04-16 00:07:00.000000,66.87,1174.12,4,13948.21,12840.96,2140.16,12774.09,195.69,66.67,44,44,7,1,6,PLAN_A,2024-09-01,2024-12-23 10:56:25.668174,PayPal,Standard Subscription,Monthly,12.99,Active,2024-10-01,1
2777,2777,CUST_02809,2,0,2,Belindaport,1,2,,2,Credit Card,2025-03-03 00:01:00.000000,2025-03-03 00:09:00.000000,42.38,0.0,0,5619.74,5662.12,2831.06,5619.74,0.0,0.0,88,88,44,3,1,PLAN_B,2024-02-26,2024-12-07 21:35:08.314982,PayPal,Premium Subscription,Annual,119.99,Active,2025-02-26,1
2778,2778,CUST_02810,8,0,8,Schaeferview,1,7,CODE_SHOULDER,3,Debit Card,2025-04-14 00:01:00.000000,2025-05-08 00:37:26.167948,126.2,2096.29,7,15462.66,13492.57,1686.57,13366.37,262.04,87.5,22,46,6,2,4,PLAN_A,2024-07-02,2025-04-13 12:58:59.004887,PayPal,Standard Subscription,Monthly,12.99,Active,2024-08-02,1
2779,2779,CUST_02811,8,8,0,East Jeffrey,1,5,CODE_BALL,3,Credit Card,2025-03-15 00:02:00.000000,2025-03-15 00:09:00.000000,125.92,1809.31,6,16378.62,14695.23,1836.9,14569.31,226.16,75.0,76,76,10,3,3,PLAN_A,2024-09-28,2024-12-02 13:51:33.721409,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-10-28,1
2780,2780,CUST_02812,6,0,6,Belindaport,1,6,CODE_DECADE,2,PayPal,2025-05-27 00:03:00.000000,2025-05-27 00:09:00.000000,82.57,2342.74,3,18805.620000000003,16545.45,2757.58,16462.88,390.46,50.0,3,3,0,0,6,PLAN_A,2024-03-08,2024-10-07 03:53:26.586164,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-04-08,1
2781,2781,CUST_02813,8,5,3,Rojasstad,1,7,CODE_CASE,3,Debit Card,2024-08-03 00:02:00.000000,2025-05-22 06:59:04.693926,122.78,1874.65,5,13211.31,11459.44,1432.43,11336.66,234.33,62.5,8,300,38,10,1,PLAN_A,2024-06-23,2024-10-05 13:42:21.870790,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-07-23,1
2782,2782,CUST_02814,3,0,3,Brittanymouth,1,3,CODE_ACTUALLY,2,PayPal,2025-02-21 17:11:11.867422,2025-05-07 19:15:53.370719,46.2,979.83,2,7133.63,6200.000000000001,2066.67,6153.800000000001,326.61,66.67,23,98,33,3,1,PLAN_B,2025-04-24,2025-01-10 02:42:47.058112,Credit Card,Premium Subscription,Annual,119.99,Active,2026-04-24,0
2783,2783,CUST_02815,3,3,0,North Marychester,1,3,CODE_DIFFERENT,2,Debit Card,2024-08-25 00:05:00.000000,2025-04-13 07:30:25.245622,39.35,667.19,3,5918.06,5290.219999999999,1763.41,5250.869999999999,222.4,100.0,47,278,93,9,0,PLAN_B,2025-05-16,2024-02-08 10:27:02.374659,Credit Card,Premium Subscription,Annual,119.99,Active,2026-05-16,0
2784,2784,CUST_02816,7,3,4,West Rachel,1,4,CODE_AVOID,2,Credit Card,2024-05-03 00:07:00.000000,2025-04-21 22:52:19.612800,93.31,1206.63,4,18610.7,17497.38,2499.63,17404.07,172.38,57.14,39,392,56,13,1,PLAN_A,2024-08-24,2025-02-13 15:18:16.955304,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-24,1
2785,2785,CUST_02817,6,6,0,Port Michelle,1,5,CODE_AVOID,3,Credit Card,2025-04-05 00:01:00.000000,2025-04-05 00:06:00.000000,88.03,621.18,4,7517.360000000001,6984.21,1164.04,6896.18,103.53,66.67,55,55,9,2,3,PLAN_B,2025-03-08,2025-01-12 16:41:47.783613,PayPal,Premium Subscription,Annual,119.99,Active,2026-03-08,0
2786,2786,CUST_02818,10,2,8,Melissaland,1,8,CODE_DECADE,3,Credit Card,2024-10-02 00:01:00.000000,2025-05-14 13:39:54.808418,163.03,1446.93,6,32596.89,31312.99,3131.3,31149.96,144.69,60.0,16,240,24,8,1,PLAN_B,2024-07-24,2024-01-24 17:31:30.294680,PayPal,Premium Subscription,Annual,119.99,Active,2025-07-24,0
2787,2787,CUST_02819,3,0,3,East Robertside,1,3,CODE_AVOID,2,PayPal,2024-07-22 00:02:00.000000,2025-04-04 15:47:15.175625,49.72,967.94,2,10901.7,9983.48,3327.83,9933.76,322.65,66.67,56,312,104,10,0,PLAN_B,2025-04-24,2024-04-05 02:11:07.010860,PayPal,Premium Subscription,Annual,119.99,Active,2026-04-24,0
2788,2788,CUST_02820,12,5,7,Lake Michaelchester,1,8,CODE_BALL,3,Debit Card,2024-02-19 00:02:00.000000,2025-04-02 08:16:29.435879,175.32,2523.83,9,33918.55,31570.04,2630.84,31394.72,210.32,75.0,58,466,39,16,1,PLAN_B,2024-09-10,2024-06-24 00:10:24.718305,PayPal,Premium Subscription,Annual,119.99,Active,2025-09-10,0
2789,2789,CUST_02821,4,4,0,Alecchester,1,4,CODE_COLD,2,Debit Card,2025-03-30 00:01:00.000000,2025-03-30 00:08:00.000000,88.66,771.44,2,15695.69,15012.91,3753.23,14924.25,192.86,50.0,61,61,15,2,2,PLAN_A,2024-10-31,2025-03-12 14:57:53.771920,PayPal,Standard Subscription,Monthly,12.99,Active,2024-11-30,1
2790,2790,CUST_02822,4,2,2,East Carolynborough,1,4,CODE_BALL,3,Credit Card,2024-08-18 00:04:00.000000,2025-04-01 14:41:42.749465,55.61,676.74,4,6906.070000000001,6284.9400000000005,1571.24,6229.330000000001,169.18,100.0,59,285,71,10,0,PLAN_A,2024-07-16,2024-02-18 08:50:26.982933,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-08-16,1
2791,2791,CUST_02823,4,0,4,West Markborough,1,3,CODE_OUTSIDE,2,Debit Card,2025-02-11 04:05:59.358843,2025-05-19 01:20:11.305399,56.74,770.25,2,8834.1,8120.59,2030.15,8063.85,192.56,50.0,11,108,27,4,1,PLAN_A,2024-04-08,2024-04-05 11:36:17.690801,PayPal,Standard Subscription,Monthly,12.99,Active,2024-05-08,1
2792,2792,CUST_02824,4,0,4,Evansville,1,3,CODE_AVOID,2,Debit Card,2025-01-24 00:01:00.000000,2025-01-24 00:08:00.000000,52.61000000000001,585.53,4,4393.75,3860.83,965.21,3808.22,146.38,100.0,126,126,32,4,1,PLAN_A,2024-07-14,2025-04-14 18:58:49.700137,PayPal,Standard Subscription,Monthly,12.99,Active,2024-08-14,1
2793,2793,CUST_02825,7,4,3,Davieston,1,7,CODE_RESEARCH,3,PayPal,2024-03-26 16:10:07.917026,2025-05-04 04:15:46.381005,117.99,935.15,6,10883.92,10066.759999999998,1438.11,9948.77,133.59,85.71,26,430,61,14,0,PLAN_A,2024-05-04,2024-11-05 08:25:09.842187,PayPal,Standard Subscription,Monthly,12.99,Active,2024-06-04,1
2794,2794,CUST_02826,2,2,0,North Dianaburgh,1,2,CODE_ENVIRONMENT,2,Debit Card,2024-11-16 00:04:00.000000,2025-01-04 07:43:27.250823,31.49,484.56,2,2808.26,2355.19,1177.59,2323.7,242.28,100.0,146,195,98,6,0,PLAN_A,2025-01-29,2024-02-12 17:55:13.920750,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-02-28,1
2795,2795,CUST_02827,7,0,7,Brittanymouth,1,5,CODE_FLOOR,3,Debit Card,2025-03-03 00:01:00.000000,2025-03-03 00:09:00.000000,78.35,1516.3,5,14392.06,12954.11,1850.59,12875.76,216.61,71.43,88,88,13,3,2,PLAN_A,2025-01-18,2025-01-22 16:26:28.669071,PayPal,Standard Subscription,Monthly,12.99,Active,2025-02-18,1
2796,2796,CUST_02828,2,0,2,East Carolynborough,1,2,CODE_CASE,2,Debit Card,2024-10-21 00:05:00.000000,2025-04-15 03:20:26.740814,21.78,427.12,2,3509.66,3104.32,1552.16,3082.54,213.56,100.0,45,221,110,7,0,PLAN_A,2024-02-04,2025-03-03 12:06:23.760339,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-03-04,1
2797,2797,CUST_02829,4,2,2,Lake Diana,1,3,CODE_ITS,2,Debit Card,2024-07-04 13:54:00.316829,2025-05-25 11:50:26.898129,61.88,303.14,2,4397.44,4156.18,1039.04,4094.3,75.78,50.0,5,330,82,11,0,PLAN_A,2024-08-20,2024-05-27 15:17:54.189649,Credit Card,Standard Subscription,Monthly,12.99,Active,2024-09-20,1
2798,2798,CUST_02830,11,8,3,North Michael,1,7,CODE_ENVIRONMENT,3,Debit Card,2024-05-25 00:02:00.000000,2025-04-24 20:50:25.811420,186.12,1039.3,8,17878.72,17025.54,1547.78,16839.420000000002,94.48,72.73,36,370,34,12,1,PLAN_A,2024-04-29,2024-03-22 03:37:09.833278,PayPal,Standard Subscription,Monthly,12.99,Active,2024-05-29,1
2799,2799,CUST_02831,7,2,5,Katelynport,1,4,CODE_FLOOR,2,PayPal,2024-12-06 00:03:00.000000,2025-03-31 21:14:18.173996,102.74,1495.44,5,25539.45,24146.75,3449.54,24044.01,213.63,71.43,60,175,25,6,1,PLAN_B,2024-07-18,2024-10-12 04:42:07.791770,Credit Card,Premium Subscription,Annual,119.99,Active,2025-07-18,0
2800,2800,CUST_02832,3,0,3,West Clintonberg,1,2,CODE_COLD,2,Credit Card,2024-08-06 00:02:00.000000,2024-10-28 05:23:57.875764,64.25,22.05,1,3974.33,4016.53,1338.84,3952.28,7.35,33.33,214,297,99,10,0,PLAN_A,2025-03-14,2024-07-29 13:34:10.326996,Credit Card,Standard Subscription,Monthly,12.99,Active,2025-04-14,1
2801,2801,CUST_02833,2,1,1,Kimberlyshire,1,2,CODE_AVOID,2,Debit Card,2024-04-07 00:02:00.000000,2025-04-11 12:51:06.018704,28.04,1934.77,2,11002.6,9095.87,4547.94,9067.83,967.38,100.0,49,418,209,14,0,PLAN_B,2024-06-28,2025-02-11 00:06:24.553930,PayPal,Premium Subscription,Annual,119.99,Active,2025-06-28,0
2802,2802,CUST_02834,6,0,6,Brittanymouth,1,6,CODE_THOSE,3,Credit Card,2025-02-24 00:01:00.000000,2025-05-07 12:37:17.029358,93.22,1278.08,5,10046.37,8861.51,1476.92,8768.29,213.01,83.33,23,95,16,3,2,PLAN_B,2024-08-10,2024-11-14 04:00:28.530793,PayPal,Premium Subscription,Annual,119.99,Active,2025-08-10,0
2803,2803,CUST_02835,8,4,4,Lake Derrickmouth,1,7,CODE_FLOOR,3,Credit Card,2025-01-11 00:01:00.000000,2025-05-12 06:00:00.816440,106.65,618.3199999999999,5,8836.08,8324.41,1040.55,8217.76,77.29,62.5,18,139,17,5,2,PLAN_B,2024-06-29,2024-03-28 08:53:49.386402,PayPal,Premium Subscription,Annual,119.99,Active,2025-06-29,0
2804,2804,CUST_02836,3,0,3,Erinchester,1,2,CODE_DIFFERENT,3,Credit Card,2024-07-25 00:05:00.000000,2025-05-22 10:10:11.872962,37.85,73.32000000000001,2,3760.38,3724.91,1241.64,3687.06,24.44,66.67,8,309,103,10,0,PLAN_B,2024-03-13,2025-01-16 08:55:10.313811,Credit Card,Premium Subscription,Annual,119.99,Active,2025-03-13,1
